Folder Path,Original Name,View Link,Direct Image Link
dress images/VD,12.jpg,https://drive.google.com/file/d/1yD8MTKecwlA0BcIE7M0NQCSWy48yRXJv/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1yD8MTKecwlA0BcIE7M0NQCSWy48yRXJv
dress images/VD,11.jpg,https://drive.google.com/file/d/1YVhIW9psLqvq8IbqUBdQS5NdlMNvWf4a/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1YVhIW9psLqvq8IbqUBdQS5NdlMNvWf4a
dress images/VD,10.jpg,https://drive.google.com/file/d/1SKcF2t6-LbtroqRHSAvzlm-bKvUYbQ8N/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1SKcF2t6-LbtroqRHSAvzlm-bKvUYbQ8N
dress images/VD,9.jpg,https://drive.google.com/file/d/1ei8O0BGKuEICwzXJzmrSz1vfI8SXmaCj/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1ei8O0BGKuEICwzXJzmrSz1vfI8SXmaCj
dress images/VD,8.jpg,https://drive.google.com/file/d/1C3t-z5xDi6Rmg-FnSGXEaLOGxe9W1gn4/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1C3t-z5xDi6Rmg-FnSGXEaLOGxe9W1gn4
dress images/VD,7.jpg,https://drive.google.com/file/d/14BFe7h2aTwRjmhrFfZ670xwHdPzYGPyC/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=14BFe7h2aTwRjmhrFfZ670xwHdPzYGPyC
dress images/VD,6.jpg,https://drive.google.com/file/d/1rLrPJqkzZNuyERtTbBrmXMi0zLdqnoHR/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1rLrPJqkzZNuyERtTbBrmXMi0zLdqnoHR
dress images/VD,5.jpg,https://drive.google.com/file/d/1XXkZa1D5GJdCHrAjXAOgrYSje6PBVnRn/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1XXkZa1D5GJdCHrAjXAOgrYSje6PBVnRn
dress images/VD,4.jpg,https://drive.google.com/file/d/1Px4QBlUussXmghQnkGRPZECcjp6RTEmR/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1Px4QBlUussXmghQnkGRPZECcjp6RTEmR
dress images/VD,3.jpg,https://drive.google.com/file/d/1J3N5V0tnmeiF-y-yB_RpaC8EtZ-IXWgE/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1J3N5V0tnmeiF-y-yB_RpaC8EtZ-IXWgE
